tweet_id,label
498235547685756928,non_rumor
498248415223246848,non_rumor
498248648699150336,non_rumor
498250100079341568,non_rumor
498251940997136384,non_rumor
498253149707464704,non_rumor
498253652755111937,non_rumor
498254540870017025,non_rumor
498255721260400640,non_rumor
498255816034893824,non_rumor
498256407980826625,non_rumor
498259432237969408,non_rumor
498259903962570752,non_rumor
498262106937237504,non_rumor
498263598062661633,non_rumor
498264107460870144,non_rumor
498264393185239040,non_rumor
498265095559184384,non_rumor
498265555833720832,non_rumor
498267196833808384,non_rumor
498267673789472768,non_rumor
498268463639851008,non_rumor
498269289812856832,non_rumor
498269365175721984,non_rumor
498269636551798784,non_rumor
498269697453084672,non_rumor
498271531386953728,non_rumor
498271954185379840,non_rumor
498272080564334592,non_rumor
498272364560257025,non_rumor
498273703428620289,non_rumor
498274493337702401,non_rumor
498274692873351170,non_rumor
498274934553317376,non_rumor
498274948772024321,non_rumor
498275621651636224,non_rumor
498276304635322368,non_rumor
498276354434277376,non_rumor
498276771226451968,non_rumor
498277197581664256,non_rumor
498277231253127168,non_rumor
498277674692149248,non_rumor
498277678706077696,non_rumor
498278882244853760,non_rumor
498279420885360641,non_rumor
498280074941313024,non_rumor
498280730070622209,non_rumor
498281104865259521,non_rumor
498281812821803008,non_rumor
498281886603411456,non_rumor
498283038338711552,non_rumor
498283233982025728,non_rumor
498283586425200640,non_rumor
498284302128668672,non_rumor
498284334806495233,non_rumor
498284429333524480,non_rumor
498285405142540289,non_rumor
498285529704976385,non_rumor
498285556502372352,non_rumor
498285782512050176,non_rumor
498286045843435521,non_rumor
498286202077085696,non_rumor
498286281894682624,non_rumor
498286918011224065,non_rumor
498287166909579264,non_rumor
498287947301814274,non_rumor
498289596463980544,non_rumor
498290802255466498,non_rumor
498291267756130305,non_rumor
498292200955195392,non_rumor
498292317296812032,non_rumor
498292602861400064,non_rumor
498292628455034882,non_rumor
498292732159619072,non_rumor
498293625420148736,non_rumor
498294248488574976,non_rumor
498294775649665024,non_rumor
498294815579467777,non_rumor
498296205777326080,non_rumor
498297336968515584,non_rumor
498298040881782785,non_rumor
498300128088694786,non_rumor
498300256678076417,non_rumor
498300832648273920,non_rumor
498300897051807744,non_rumor
498301635756838912,non_rumor
498301902048997377,non_rumor
498302254190166016,non_rumor
498302603034640384,non_rumor
498302874531553280,non_rumor
498303288295817217,non_rumor
498303769915191297,non_rumor
498303921430204416,non_rumor
498304114955419648,non_rumor
498305851828879368,non_rumor
498305962726273024,non_rumor
498308585227431936,non_rumor
498310006169538561,non_rumor
498310720350863362,non_rumor
498311895716470784,non_rumor
498313143530303488,non_rumor
498314939359301632,non_rumor
498316475317239809,non_rumor
498316826988642304,non_rumor
498317308771987456,non_rumor
498318192000118784,non_rumor
498318493293772800,non_rumor
498321666267561985,non_rumor
498322865843109888,non_rumor
498323364197699584,non_rumor
498325055726559232,non_rumor
498340530770939904,non_rumor
498349598197702656,non_rumor
498355319979143168,non_rumor
498356729634390016,non_rumor
498357910603575296,non_rumor
498401948585181184,non_rumor
498433651835940865,non_rumor
498452658605535232,non_rumor
498452664527511553,non_rumor
498455001463664640,non_rumor
498457205801488385,non_rumor
498463733447163905,non_rumor
498466570675716096,non_rumor
498472666802958336,non_rumor
498473263862149120,non_rumor
498473515302260736,non_rumor
498474035668586497,non_rumor
498474263255330818,non_rumor
498476761538371584,non_rumor
498477164380299264,non_rumor
498477676219600896,non_rumor
498480344992350209,non_rumor
498482619232055296,non_rumor
498483031842500608,non_rumor
498483279943962625,non_rumor
498483485133516800,non_rumor
498483784296448000,non_rumor
498486539585069056,non_rumor
498486850521423872,non_rumor
498487087105314816,non_rumor
498487611963744256,non_rumor
498487999848800256,non_rumor
498488195047096320,non_rumor
498489114384420865,non_rumor
498489451954573312,non_rumor
498491047329402880,non_rumor
498492003903356928,non_rumor
498492636630896640,non_rumor
498494758814109696,non_rumor
498495764486950912,non_rumor
498497371899449344,non_rumor
498497395198799872,non_rumor
498499795192143872,non_rumor
498499836900278272,non_rumor
498500813845966848,non_rumor
498504673339666432,non_rumor
498504707393220608,non_rumor
498507434693246977,non_rumor
498507730395484160,non_rumor
498508707244683264,non_rumor
498510381774819330,non_rumor
498512372584415232,non_rumor
498512590260023296,non_rumor
498515980205948928,non_rumor
498524570593140736,non_rumor
498527404386578432,non_rumor
498529979672842241,non_rumor
498530293116968960,non_rumor
498530904139378688,non_rumor
498530946338258944,non_rumor
498531639472189441,non_rumor
498532911143206913,non_rumor
498535462349582337,non_rumor
498541831052083201,non_rumor
498544167757570049,non_rumor
498556324868009984,non_rumor
498560433021026304,non_rumor
498575704582148096,non_rumor
498584409055174656,non_rumor
498585089828478977,non_rumor
498586725502173184,non_rumor
498590686065606657,non_rumor
498600617645199361,non_rumor
498602787614511104,non_rumor
498602798687469568,non_rumor
498602841335169024,non_rumor
498603999252467713,non_rumor
498609222020780033,non_rumor
498616975850225664,non_rumor
499345010190348288,non_rumor
499345023721537536,non_rumor
499345384024842240,non_rumor
499345604297121792,non_rumor
499346625760751616,non_rumor
499347831954870274,non_rumor
499349252938956800,non_rumor
499349294034743297,non_rumor
499355083734519808,non_rumor
499357077429817344,non_rumor
499357289363431425,non_rumor
499358869492367360,non_rumor
499359735947087872,non_rumor
499360134779637761,non_rumor
499360762167848960,non_rumor
499360784666071040,non_rumor
499361017038905344,non_rumor
499361252691681281,non_rumor
499361506132508673,non_rumor
499361679197884416,non_rumor
499361965035491329,non_rumor
499362269269336064,non_rumor
499362348940144640,non_rumor
499362441697193985,non_rumor
499362480179912705,non_rumor
499362949166030848,non_rumor
499362994862960640,non_rumor
499363323335680000,non_rumor
499363612260315136,non_rumor
